"municipality,""yyyymm"",""Prob_ZINBASE"""
"Igarassu,""202302"",0.0109"
"Igarassu,""202303"",0.0023"
"Igarassu,""202304"",0.0024"
"Igarassu,""202305"",0.0002"
"Igarassu,""202306"",0.0004"
"Iguaracy,""202102"",0.6244"
"Iguaracy,""202103"",0.0762"
"Iguaracy,""202104"",0.0525"
"Iguaracy,""202105"",0.0093"
"Iguaracy,""202106"",0.0504"
"Iguaracy,""202107"",0.2799"
"Iguaracy,""202108"",0.2023"
"Iguaracy,""202109"",0.5997"
"Iguaracy,""202110"",0.6464"
"Iguaracy,""202111"",0.6447"
"Iguaracy,""202112"",0.4381"
"Ipojuca,""202002"",0.0664"
"Ipojuca,""202003"",0.0158"
"Ipojuca,""202004"",0.0007"
"Ipojuca,""202005"",0.0006"
"Ipojuca,""202006"",0.0004"
"Ipojuca,""202007"",0"
"Ipojuca,""202008"",0.001"
"Ipojuca,""202009"",0.0026"
"Ipojuca,""202010"",0.0085"
"Ipojuca,""202011"",0.2103"
"Ipojuca,""202012"",0.1209"
"Ipojuca,""202101"",0.0071"
"Ipojuca,""202102"",0.0358"
"Ipojuca,""202103"",0.0042"
"Ipojuca,""202104"",0.0001"
"Ipojuca,""202105"",0"
"Ipojuca,""202106"",0"
"Ipojuca,""202107"",0.0005"
"Ipojuca,""202108"",0.0001"
"Ipojuca,""202109"",0"
"Ipojuca,""202110"",0.0409"
"Ipojuca,""202111"",0.0528"
"Ipojuca,""202112"",0.041"
"Ipojuca,""202201"",0.0014"
"Ipojuca,""202202"",0.0002"
"Ipojuca,""202203"",0.0004"
"Ipojuca,""202204"",0"
"Ipojuca,""202205"",0.0003"
"Ipojuca,""202206"",0"
"Ipojuca,""202207"",0"
"Ipojuca,""202208"",0"
"Ipojuca,""202209"",0.0003"
"Ipojuca,""202210"",0.0153"
"Ipojuca,""202211"",0.0077"
"Ipojuca,""202212"",0.0009"
"Ipojuca,""202301"",0.0078"
"Ipojuca,""202302"",0.0038"
"Ipojuca,""202303"",0.0002"
"Ipojuca,""202304"",0.001"
"Ipojuca,""202305"",0"
"Ipojuca,""202306"",0"
"Ipubi,""202202"",0.107"
"Ipubi,""202203"",0.3711"
"Ipubi,""202204"",0.0054"
"Ipubi,""202205"",0.0295"
"Ipubi,""202206"",0.1721"
"Ipubi,""202207"",0.3493"
"Ipubi,""202208"",0.4356"
"Ipubi,""202209"",0.651"
"Ipubi,""202210"",0.4415"
"Ipubi,""202211"",0.2774"
"Ipubi,""202212"",0.1806"
"Ipubi,""202301"",0.4337"
"Ipubi,""202302"",0.5223"
"Ipubi,""202303"",0.1318"
"Ipubi,""202304"",0.009"
"Ipubi,""202305"",0.1131"
"Ipubi,""202306"",0.0449"
"Itapetim,""202002"",0.003"
"Itapetim,""202003"",0.0022"
"Itapetim,""202004"",0.0002"
"Itapetim,""202005"",0.0021"
"Itapetim,""202006"",0.0017"
"Itapetim,""202007"",0.045"
"Itapetim,""202008"",0.0663"
"Itapetim,""202009"",0.2163"
"Itapetim,""202010"",0.2563"
"Itapetim,""202011"",0.1599"
"Itapetim,""202012"",0.0378"
"Itapetim,""202101"",0.2047"
"Itapetim,""202102"",0.3214"
"Itapetim,""202103"",0.006"
"Itapetim,""202104"",0.0022"
"Itapetim,""202105"",0"
"Itapetim,""202106"",0.0052"
"Itapetim,""202107"",0.0963"
"Itapetim,""202108"",0.0822"
"Itapetim,""202109"",0.2456"
"Itapetim,""202110"",0.2797"
"Itapetim,""202111"",0.3272"
"Itapetim,""202112"",0.2589"
"Itapetim,""202201"",0.1018"
"Itapetim,""202202"",0.0008"
"Itapetim,""202203"",0.0955"
"Itapetim,""202204"",0.0044"
"Itapetim,""202205"",0.0371"
"Itapetim,""202206"",0.0587"
"Itapetim,""202207"",0.068"
"Itapetim,""202208"",0.1247"
"Itapetim,""202209"",0.3607"
"Itapetim,""202210"",0.2534"
"Itapetim,""202211"",0.258"
"Itapetim,""202212"",0.036"
"Itapetim,""202301"",0.208"
"Itapetim,""202302"",0.4063"
"Itapetim,""202303"",0.0275"
"Itapetim,""202304"",0.001"
"Itapetim,""202305"",0.0049"
"Itapetim,""202306"",0.0075"
"Itapissuma,""202002"",0.2419"
"Itapissuma,""202003"",0.0844"
"Itapissuma,""202004"",0.0224"
"Itapissuma,""202005"",0.0174"
"Itapissuma,""202006"",0.0002"
"Itapissuma,""202007"",0.0004"
"Itapissuma,""202008"",0.0003"
"Itapissuma,""202009"",0.0231"
"Itapissuma,""202010"",0.0594"
"Itapissuma,""202011"",0.4595"
"Itapissuma,""202012"",0.3025"
"Itapissuma,""202101"",0.0816"
"Itapissuma,""202102"",0.1815"
"Itapissuma,""202103"",0.031"
"Itapissuma,""202104"",0.0269"
"Itapissuma,""202105"",0.0001"
"Itapissuma,""202106"",0"
"Itapissuma,""202107"",0.0047"
"Itapissuma,""202108"",0.0015"
"Itapissuma,""202109"",0.0007"
"Itapissuma,""202110"",0.1605"
"Itapissuma,""202111"",0.299"
"Itapissuma,""202112"",0.2295"
"Itapissuma,""202201"",0.0383"
"Itapissuma,""202202"",0.007"
"Itapissuma,""202203"",0.0841"
"Itapissuma,""202204"",0.0072"
"Itapissuma,""202205"",0.0088"
"Itapissuma,""202206"",0"
"Itapissuma,""202207"",0"
"Itapissuma,""202208"",0.0003"
"Itapissuma,""202209"",0.009"
"Itapissuma,""202210"",0.059"
"Itapissuma,""202211"",0.0901"
"Itapissuma,""202212"",0.0629"
"Itapissuma,""202301"",0.0831"
"Itapissuma,""202302"",0.1207"
"Itapissuma,""202303"",0.0137"
"Itapissuma,""202304"",0.0114"
"Itapissuma,""202305"",0.0027"
"Itapissuma,""202306"",0.0006"
"Jaboatão dos Guararapes,""202002"",0.1566"
"Jaboatão dos Guararapes,""202003"",0.179"
"Jaboatão dos Guararapes,""202004"",0.1387"
"Jaboatão dos Guararapes,""202005"",0.095"
"Jaboatão dos Guararapes,""202006"",0.0681"
"Jaboatão dos Guararapes,""202007"",0.0428"
"Jaboatão dos Guararapes,""202008"",0.0386"
"Jaboatão dos Guararapes,""202009"",0.0504"
"Jaboatão dos Guararapes,""202010"",0.0731"
"Jaboatão dos Guararapes,""202011"",0.3446"
"Jaboatão dos Guararapes,""202012"",0.2966"
"Jaboatão dos Guararapes,""202101"",0.0755"
"Jaboatão dos Guararapes,""202102"",0.1422"
"Jaboatão dos Guararapes,""202103"",0.0665"
"Jaboatão dos Guararapes,""202104"",0.0704"
"Jaboatão dos Guararapes,""202105"",0.0514"
"Jaboatão dos Guararapes,""202106"",0.0352"
"Jaboatão dos Guararapes,""202107"",0.034"
"Jaboatão dos Guararapes,""202108"",0.03"
"Jaboatão dos Guararapes,""202109"",0.0828"
"Jaboatão dos Guararapes,""202110"",0.1235"
"Jaboatão dos Guararapes,""202111"",0.178"
"Jaboatão dos Guararapes,""202112"",0.1248"
"Jaboatão dos Guararapes,""202201"",0.0901"
"Jaboatão dos Guararapes,""202202"",0.104"
"Jaboatão dos Guararapes,""202203"",0.0712"
"Jaboatão dos Guararapes,""202204"",0.0744"
"Jaboatão dos Guararapes,""202205"",0.0795"
"Jaboatão dos Guararapes,""202206"",0.0368"
"Jaboatão dos Guararapes,""202207"",0.032"
"Jaboatão dos Guararapes,""202208"",0.0269"
"Jaboatão dos Guararapes,""202209"",0.0543"
"Jaboatão dos Guararapes,""202210"",0.0639"
"Jaboatão dos Guararapes,""202211"",0.0706"
"Jaboatão dos Guararapes,""202212"",0.0757"
"Jaboatão dos Guararapes,""202301"",0.0766"
"Jaboatão dos Guararapes,""202302"",0.0828"
"Jaboatão dos Guararapes,""202303"",0.05"
"Jaboatão dos Guararapes,""202304"",0.0618"
"Jaboatão dos Guararapes,""202305"",0.0216"
"Jaboatão dos Guararapes,""202306"",0.0211"
"Jatobá,""202102"",0.0973"
"Jatobá,""202103"",0.1594"
"Jatobá,""202104"",0.026"
"Jatobá,""202105"",0.0214"
"Jatobá,""202106"",0.0055"
"Jatobá,""202107"",0.0576"
"Jatobá,""202108"",0.0416"
"Jatobá,""202109"",0.3466"
"Jatobá,""202110"",0.3106"
"Jatobá,""202111"",0.0898"
"Jatobá,""202112"",0.1409"
"Jatobá,""202201"",0.0855"
"Jatobá,""202202"",0.0457"
"Jatobá,""202203"",0.0357"
"Jatobá,""202204"",0.1415"
"Jatobá,""202205"",0.1467"
"Jatobá,""202206"",0.0168"
"Jatobá,""202207"",0.0136"
"Jatobá,""202208"",0.0491"
"Jatobá,""202209"",0.2056"
"Jatobá,""202210"",0.2205"
"Jatobá,""202211"",0.2143"
"Jatobá,""202212"",0.0311"
"Jatobá,""202301"",0.0151"
"Jatobá,""202302"",0.3491"
"Jatobá,""202303"",0.0719"
"Jatobá,""202304"",0.002"
"Jatobá,""202305"",0.0225"
"Jatobá,""202306"",0.0197"
"João Alfredo,""202002"",0.3512"
"João Alfredo,""202003"",0.0826"
"João Alfredo,""202004"",0.029"
"João Alfredo,""202005"",0.0239"
"João Alfredo,""202006"",0.0035"
"João Alfredo,""202007"",0.0008"
"João Alfredo,""202008"",0.0215"
"João Alfredo,""202009"",0.0811"
"João Alfredo,""202010"",0.2341"
"João Alfredo,""202011"",0.5413"
"João Alfredo,""202012"",0.2518"
"João Alfredo,""202101"",0.1025"
"João Alfredo,""202102"",0.3614"
"João Alfredo,""202103"",0.3019"
"João Alfredo,""202104"",0.1036"
"João Alfredo,""202105"",0.0038"
"João Alfredo,""202106"",0.0002"
"João Alfredo,""202107"",0.0379"
"João Alfredo,""202108"",0.0165"
"João Alfredo,""202109"",0.0412"
"João Alfredo,""202110"",0.4924"
"João Alfredo,""202111"",0.5043"
"João Alfredo,""202112"",0.547"
"Jurema,""202002"",0.0969"
"Jurema,""202003"",0.0346"
"Jurema,""202004"",0.0016"
"Jurema,""202005"",0.0006"
"Jurema,""202006"",0.0004"
"Jurema,""202007"",0.0001"
"Jurema,""202008"",0.0004"
"Jurema,""202009"",0.0038"
"Jurema,""202010"",0.0298"
"Jurema,""202011"",0.1543"
"Jurema,""202012"",0.0053"
"Jurema,""202201"",0.0711"
"Jurema,""202202"",0.0582"
"Jurema,""202203"",0.0847"
"Jurema,""202204"",0.0086"
"Jurema,""202205"",0.0027"
"Jurema,""202206"",0.0001"
"Jurema,""202207"",0"
"Jurema,""202208"",0"
"Jurema,""202209"",0.0011"
"Jurema,""202210"",0.0231"
"Jurema,""202211"",0.0397"
"Jurema,""202212"",0.0003"
"Jurema,""202301"",0.0094"
"Jurema,""202302"",0.0797"
"Jurema,""202303"",0.025"
"Jurema,""202304"",0.0035"
"Jurema,""202305"",0.0015"
"Jurema,""202306"",0.0005"
"Lagoa dos Gatos,""202002"",0.2041"
"Lagoa dos Gatos,""202003"",0.1436"
"Lagoa dos Gatos,""202004"",0.0081"
"Lagoa dos Gatos,""202005"",0.004"
"Lagoa dos Gatos,""202006"",0.0026"
"Lagoa dos Gatos,""202007"",0.0009"
"Lagoa dos Gatos,""202008"",0.0082"
"Lagoa dos Gatos,""202009"",0.0353"
"Lagoa dos Gatos,""202010"",0.1563"
"Lagoa dos Gatos,""202011"",0.4485"
"Lagoa dos Gatos,""202012"",0.155"
"Lagoa dos Gatos,""202101"",0.0917"
"Lagoa dos Gatos,""202102"",0.2165"
"Lagoa dos Gatos,""202103"",0.2442"
"Lagoa dos Gatos,""202104"",0.0143"
"Lagoa dos Gatos,""202105"",0.0078"
"Lagoa dos Gatos,""202106"",0.0008"
"Lagoa dos Gatos,""202107"",0.034"
"Lagoa dos Gatos,""202108"",0.0128"
"Lagoa dos Gatos,""202109"",0.1124"
"Lagoa dos Gatos,""202110"",0.4446"
"Lagoa dos Gatos,""202111"",0.5185"
"Lagoa dos Gatos,""202112"",0.3659"
"Lagoa dos Gatos,""202201"",0.1101"
"Lagoa dos Gatos,""202202"",0.124"
"Lagoa dos Gatos,""202203"",0.1858"
"Lagoa dos Gatos,""202204"",0.0227"
"Lagoa dos Gatos,""202205"",0.0428"
"Lagoa dos Gatos,""202206"",0.0033"
"Lagoa dos Gatos,""202207"",0.013"
"Lagoa dos Gatos,""202208"",0.0048"
"Lagoa dos Gatos,""202209"",0.0161"
"Lagoa dos Gatos,""202210"",0.1054"
"Lagoa dos Gatos,""202211"",0.1068"
"Lagoa dos Gatos,""202212"",0.0001"
"Lagoa dos Gatos,""202301"",0.0354"
"Lagoa dos Gatos,""202302"",0.1753"
"Lagoa dos Gatos,""202303"",0.0571"
"Lagoa dos Gatos,""202304"",0.0106"
"Lagoa dos Gatos,""202305"",0.0014"
"Lagoa dos Gatos,""202306"",0.0016"
"Lagoa Grande,""202002"",0.228"
"Lagoa Grande,""202003"",0.0291"
"Lagoa Grande,""202004"",0.0391"
"Lagoa Grande,""202005"",0.091"
"Lagoa Grande,""202006"",0.2129"
"Lagoa Grande,""202007"",0.2858"
"Lagoa Grande,""202008"",0.3807"
"Lagoa Grande,""202009"",0.6309"
"Lagoa Grande,""202010"",0.8495"
"Lagoa Grande,""202011"",0.3571"
"Lagoa Grande,""202012"",0.0473"
"Lagoa Grande,""202101"",0.6143"
"Lagoa Grande,""202102"",0.4451"
"Lagoa Grande,""202103"",0.2874"
"Lagoa Grande,""202104"",0.2889"
"Lagoa Grande,""202105"",0.1164"
"Lagoa Grande,""202106"",0.1249"
"Lagoa Grande,""202107"",0.5846"
"Lagoa Grande,""202108"",0.4326"
"Lagoa Grande,""202109"",0.855"
"Lagoa Grande,""202110"",0.7879"
"Lagoa Grande,""202111"",0.5525"
"Lagoa Grande,""202112"",0.4378"
"Lagoa Grande,""202201"",0.0732"
"Lagoa Grande,""202202"",0.1944"
"Lagoa Grande,""202203"",0.1659"
"Lagoa Grande,""202204"",0.1228"
"Lagoa Grande,""202205"",0.3218"
"Lagoa Grande,""202206"",0.1709"
"Lagoa Grande,""202207"",0.2577"
"Lagoa Grande,""202208"",0.5328"
"Lagoa Grande,""202209"",0.672"
"Lagoa Grande,""202210"",0.5784"
"Lagoa Grande,""202211"",0.3994"
"Lagoa Grande,""202212"",0.0655"
"Lagoa Grande,""202301"",0.1244"
"Lagoa Grande,""202302"",0.5546"
"Lagoa Grande,""202303"",0.1929"
"Lagoa Grande,""202304"",0.0094"
"Lagoa Grande,""202305"",0.0819"
"Lagoa Grande,""202306"",0.0599"
"Lajedo,""202202"",0.0426"
"Lajedo,""202203"",0.0202"
"Lajedo,""202204"",0.0122"
"Lajedo,""202205"",0.0071"
"Lajedo,""202206"",0.0013"
"Lajedo,""202207"",0.0004"
"Lajedo,""202208"",0.0006"
"Lajedo,""202209"",0.0064"
"Lajedo,""202210"",0.028"
"Lajedo,""202211"",0.0323"
"Lajedo,""202212"",0.0012"
"Lajedo,""202301"",0.0407"
"Lajedo,""202302"",0.0787"
"Lajedo,""202303"",0.0017"
"Lajedo,""202304"",0.001"
"Lajedo,""202305"",0.0012"
"Lajedo,""202306"",0.0006"
"Mirandiba,""202002"",0.0396"
"Mirandiba,""202003"",0.0002"
"Mirandiba,""202004"",0.0014"
"Mirandiba,""202005"",0.0087"
"Mirandiba,""202006"",0.0028"
"Mirandiba,""202007"",0.0246"
"Mirandiba,""202008"",0.0415"
"Mirandiba,""202009"",0.1336"
"Mirandiba,""202010"",0.1586"
"Mirandiba,""202011"",0.0962"
"Mirandiba,""202012"",0.0047"
"Mirandiba,""202101"",0.2587"
"Mirandiba,""202102"",0.4229"
"Mirandiba,""202103"",0.0803"
"Mirandiba,""202104"",0.0034"
"Mirandiba,""202105"",0.025"
"Mirandiba,""202106"",0.0288"
"Mirandiba,""202107"",0.1004"
"Mirandiba,""202108"",0.0925"
"Mirandiba,""202109"",0.32"
"Mirandiba,""202110"",0.3506"
"Mirandiba,""202111"",0.421"
"Mirandiba,""202112"",0.1809"
"Mirandiba,""202201"",0.022"
"Mirandiba,""202202"",0.0126"
"Mirandiba,""202203"",0.0083"
"Mirandiba,""202204"",0.0011"
"Mirandiba,""202205"",0.0128"
"Mirandiba,""202206"",0.018"
"Mirandiba,""202207"",0.0498"
"Mirandiba,""202208"",0.1168"
"Mirandiba,""202209"",0.2703"
"Mirandiba,""202210"",0.1345"
"Mirandiba,""202211"",0.0095"
"Mirandiba,""202212"",0.0716"
"Mirandiba,""202301"",0.0124"
"Mirandiba,""202302"",0.1206"
"Mirandiba,""202303"",0.0241"
"Mirandiba,""202304"",0.0003"
"Mirandiba,""202305"",0.0015"
"Mirandiba,""202306"",0.0018"
"Moreilândia,""202202"",0.0406"
"Moreilândia,""202203"",0.2444"
"Moreilândia,""202204"",0.0186"
"Moreilândia,""202205"",0.0411"
"Moreilândia,""202206"",0.2569"
"Moreilândia,""202207"",0.1715"
"Moreilândia,""202208"",0.3265"
"Moreilândia,""202209"",0.7178"
"Moreilândia,""202210"",0.5095"
"Moreilândia,""202211"",0.2566"
"Moreilândia,""202212"",0.2749"
"Moreilândia,""202301"",0.2147"
"Moreilândia,""202302"",0.1333"
"Moreilândia,""202303"",0.1595"
"Moreilândia,""202304"",0.0024"
"Moreilândia,""202305"",0.1031"
"Moreilândia,""202306"",0.0175"
"Moreno,""202002"",0.1419"
"Moreno,""202003"",0.0605"
"Moreno,""202004"",0.0256"
"Moreno,""202005"",0.0018"
"Moreno,""202006"",0.0009"
"Moreno,""202007"",0.0002"
"Moreno,""202008"",0.0014"
"Moreno,""202009"",0.006"
"Moreno,""202010"",0.0313"
"Moreno,""202011"",0.3079"
"Moreno,""202012"",0.2166"
"Moreno,""202101"",0.0379"
"Moreno,""202102"",0.0469"
"Moreno,""202103"",0.0069"
"Moreno,""202104"",0.0065"
"Moreno,""202105"",0"
"Moreno,""202106"",0"
"Moreno,""202107"",0.0028"
"Moreno,""202108"",0.0015"
"Moreno,""202109"",0.0001"
"Moreno,""202110"",0.036"
"Moreno,""202111"",0.0894"
"Moreno,""202112"",0.0673"
"Moreno,""202201"",0.0053"
"Moreno,""202202"",0.0131"
"Moreno,""202203"",0.0069"
"Moreno,""202204"",0"
"Moreno,""202205"",0.0011"
"Moreno,""202206"",0"
"Moreno,""202207"",0"
"Moreno,""202208"",0"
"Moreno,""202209"",0.0006"
"Moreno,""202210"",0.0164"
"Moreno,""202211"",0.0187"
"Moreno,""202212"",0.0049"
"Moreno,""202301"",0.022"
"Moreno,""202302"",0.0017"
"Moreno,""202303"",0.0004"
"Moreno,""202304"",0.0037"
"Moreno,""202305"",0"
"Moreno,""202306"",0"
"Nazaré da Mata,""202102"",0.0372"
"Nazaré da Mata,""202103"",0.0645"
"Nazaré da Mata,""202104"",0.0036"
"Nazaré da Mata,""202105"",0.001"
"Nazaré da Mata,""202106"",0"
"Nazaré da Mata,""202107"",0.0034"
"Nazaré da Mata,""202108"",0.0023"
"Nazaré da Mata,""202109"",0.0029"
"Nazaré da Mata,""202110"",0.0275"
"Nazaré da Mata,""202111"",0.0566"
"Nazaré da Mata,""202112"",0.0374"
"Nazaré da Mata,""202301"",0.0326"
"Nazaré da Mata,""202302"",0.0049"
"Nazaré da Mata,""202303"",0.0116"
"Nazaré da Mata,""202304"",0.0066"
"Nazaré da Mata,""202305"",0.0009"
"Nazaré da Mata,""202306"",0.0003"
"Olinda,""202002"",0.0507"
"Olinda,""202003"",0.0157"
"Olinda,""202004"",0.009"
"Olinda,""202005"",0"
"Olinda,""202006"",0"
"Olinda,""202007"",0"
"Olinda,""202008"",0.0001"
"Olinda,""202009"",0.0032"
"Olinda,""202010"",0.0092"
"Olinda,""202011"",0.1257"
"Olinda,""202012"",0.0873"
"Olinda,""202101"",0.0141"
"Olinda,""202102"",0.0208"
"Olinda,""202103"",0.006"
"Olinda,""202104"",0.0054"
"Olinda,""202105"",0"
"Olinda,""202106"",0"
"Olinda,""202107"",0.0001"
"Olinda,""202108"",0.0001"
"Olinda,""202109"",0.0001"
"Olinda,""202110"",0.0218"
"Olinda,""202111"",0.0484"
"Olinda,""202112"",0.033"
"Olinda,""202201"",0.0073"
"Olinda,""202202"",0.0371"
"Olinda,""202203"",0.0183"
"Olinda,""202204"",0.0202"
"Olinda,""202205"",0.0257"
"Olinda,""202206"",0.0092"
"Olinda,""202207"",0.0114"
"Olinda,""202208"",0.007"
"Olinda,""202209"",0.0194"
"Olinda,""202210"",0.0246"
"Olinda,""202211"",0.0224"
"Olinda,""202212"",0.0206"
"Olinda,""202301"",0.0172"
"Olinda,""202302"",0.0231"
"Olinda,""202303"",0.0137"
"Olinda,""202304"",0.0249"
"Olinda,""202305"",0.0059"
"Olinda,""202306"",0.0058"
"Orobó,""202002"",0.3859"
"Orobó,""202003"",0.2406"
"Orobó,""202004"",0.0216"
"Orobó,""202005"",0.048"
"Orobó,""202006"",0.0075"
"Orobó,""202007"",0.001"
"Orobó,""202008"",0.033"
"Orobó,""202009"",0.173"
"Orobó,""202010"",0.438"
"Orobó,""202011"",0.6762"
"Orobó,""202012"",0.4187"
"Orobó,""202201"",0.6868"
"Orobó,""202202"",0.3262"
"Orobó,""202203"",0.5424"
"Orobó,""202204"",0.1212"
"Orobó,""202205"",0.1815"
"Orobó,""202206"",0.0003"
"Orobó,""202207"",0.0021"
"Orobó,""202208"",0.0181"
"Orobó,""202209"",0.1381"
"Orobó,""202210"",0.567"
"Orobó,""202211"",0.6053"
"Orobó,""202212"",0.3123"
"Orobó,""202301"",0.5071"
"Orobó,""202302"",0.5511"
"Orobó,""202303"",0.1309"
"Orobó,""202304"",0.0495"
"Orobó,""202305"",0.0194"
"Orobó,""202306"",0.0083"
"Orocó,""202002"",0.24"
"Orocó,""202003"",0.0622"
"Orocó,""202004"",0.0106"
"Orocó,""202005"",0.0441"
"Orocó,""202006"",0.0199"
"Orocó,""202007"",0.3081"
"Orocó,""202008"",0.3749"
"Orocó,""202009"",0.6181"
"Orocó,""202010"",0.8402"
"Orocó,""202011"",0.3489"
"Orocó,""202012"",0.0564"
"Panelas,""202002"",0.1017"
"Panelas,""202003"",0.0614"
"Panelas,""202004"",0.0063"
"Panelas,""202005"",0.0059"
"Panelas,""202006"",0.0022"
"Panelas,""202007"",0.0007"
"Panelas,""202008"",0.0042"
"Panelas,""202009"",0.019"
"Panelas,""202010"",0.0938"
"Panelas,""202011"",0.2453"
"Panelas,""202012"",0.104"
"Panelas,""202101"",0.1319"
"Panelas,""202102"",0.338"
"Panelas,""202103"",0.2172"
"Panelas,""202104"",0.0359"
"Panelas,""202105"",0.0126"
"Panelas,""202106"",0.001"
"Panelas,""202107"",0.0371"
"Panelas,""202108"",0.0104"
"Panelas,""202109"",0.0978"
"Panelas,""202110"",0.2966"
"Panelas,""202111"",0.4709"
"Panelas,""202112"",0.4786"
"Panelas,""202201"",0.0282"
"Panelas,""202202"",0.1622"
"Panelas,""202203"",0.1882"
"Panelas,""202204"",0.0296"
"Panelas,""202205"",0.0186"
"Panelas,""202206"",0.0011"
"Panelas,""202207"",0.0009"
"Panelas,""202208"",0.0006"
"Panelas,""202209"",0.0125"
"Panelas,""202210"",0.0785"
"Panelas,""202211"",0.0997"
"Panelas,""202212"",0.0008"
"Panelas,""202301"",0.0466"
"Panelas,""202302"",0.1107"
"Panelas,""202303"",0.0332"
"Panelas,""202304"",0.0079"
"Panelas,""202305"",0.0037"
"Panelas,""202306"",0.0007"
"Parnamirim,""202002"",0.355"
"Parnamirim,""202003"",0.0038"
"Parnamirim,""202004"",0.004"
"Parnamirim,""202005"",0.0236"
"Parnamirim,""202006"",0.1627"
"Parnamirim,""202007"",0.2883"
"Parnamirim,""202008"",0.3325"
"Parnamirim,""202009"",0.6032"
"Parnamirim,""202010"",0.6551"
"Parnamirim,""202011"",0.5119"
"Parnamirim,""202012"",0.2351"
"Parnamirim,""202101"",0.4336"
"Parnamirim,""202102"",0.6909"
"Parnamirim,""202103"",0.0389"
"Parnamirim,""202104"",0.2154"
"Parnamirim,""202105"",0.0201"
"Parnamirim,""202106"",0.1371"
"Parnamirim,""202107"",0.3235"
"Parnamirim,""202108"",0.4857"
"Parnamirim,""202109"",0.8686"
"Parnamirim,""202110"",0.8444"
"Parnamirim,""202111"",0.7746"
"Parnamirim,""202112"",0.3525"
"Parnamirim,""202201"",0.2631"
"Parnamirim,""202202"",0.0815"
"Parnamirim,""202203"",0.2089"
"Parnamirim,""202204"",0.0827"
"Parnamirim,""202205"",0.035"
"Parnamirim,""202206"",0.0824"
"Parnamirim,""202207"",0.1215"
"Parnamirim,""202208"",0.3329"
"Parnamirim,""202209"",0.2265"
"Parnamirim,""202210"",0.3348"
"Parnamirim,""202211"",0.1019"
"Parnamirim,""202212"",0.0074"
"Parnamirim,""202301"",0.0585"
"Parnamirim,""202302"",0.559"
"Parnamirim,""202303"",0.0813"
"Parnamirim,""202304"",0.0007"
"Parnamirim,""202305"",0.0986"
"Parnamirim,""202306"",0.0185"
"Passira,""202202"",0.0868"
"Passira,""202203"",0.19"
"Passira,""202204"",0.0331"
"Passira,""202205"",0.1598"
"Passira,""202206"",0.0002"
"Passira,""202207"",0.0013"
"Passira,""202208"",0.0101"
"Passira,""202209"",0.0395"
"Passira,""202210"",0.22"
"Passira,""202211"",0.2195"
"Passira,""202212"",0.0577"
"Passira,""202301"",0.1089"
"Passira,""202302"",0.125"
"Passira,""202303"",0.0157"
"Passira,""202304"",0.0087"
"Passira,""202305"",0.0035"
"Passira,""202306"",0.003"
"Paulista,""202002"",0.0526"
"Paulista,""202003"",0.0046"
"Paulista,""202004"",0.005"
"Paulista,""202005"",0"
"Paulista,""202006"",0"
"Paulista,""202007"",0"
"Paulista,""202008"",0"
"Paulista,""202009"",0.0015"
"Paulista,""202010"",0.0063"
"Paulista,""202011"",0.1094"
"Paulista,""202012"",0.0308"
"Paulista,""202101"",0.0115"
"Paulista,""202102"",0.0234"
"Paulista,""202103"",0.0029"
"Paulista,""202104"",0.0008"
"Paulista,""202105"",0"
"Paulista,""202106"",0"
"Paulista,""202107"",0.0001"
"Paulista,""202108"",0.0001"
"Paulista,""202109"",0.0001"
"Paulista,""202110"",0.0328"
"Paulista,""202111"",0.049"
"Paulista,""202112"",0.0335"
"Paulista,""202201"",0.0053"
"Paulista,""202202"",0.0008"
"Paulista,""202203"",0.0186"
"Paulista,""202204"",0.0006"
"Paulista,""202205"",0.0047"
"Paulista,""202206"",0"
"Paulista,""202207"",0"
"Paulista,""202208"",0.0001"
"Paulista,""202209"",0.0004"
"Paulista,""202210"",0.0149"
"Paulista,""202211"",0.0141"
"Paulista,""202212"",0.0058"
"Paulista,""202301"",0.0084"
"Paulista,""202302"",0.0053"
"Paulista,""202303"",0.0001"
"Paulista,""202304"",0.0011"
"Paulista,""202305"",0"
"Paulista,""202306"",0"
"Pesqueira,""202002"",0.1804"
"Pesqueira,""202003"",0.1768"
"Pesqueira,""202004"",0.0001"
"Pesqueira,""202005"",0.0004"
"Pesqueira,""202006"",0.0039"
"Pesqueira,""202007"",0.0065"
"Pesqueira,""202008"",0.0166"
"Pesqueira,""202009"",0.0826"
"Pesqueira,""202010"",0.2522"
"Pesqueira,""202011"",0.4315"
"Pesqueira,""202012"",0.0914"
"Pesqueira,""202101"",0.0557"
"Pesqueira,""202102"",0.4137"
"Pesqueira,""202103"",0.1123"
"Pesqueira,""202104"",0.057"
"Pesqueira,""202105"",0.0003"
"Pesqueira,""202106"",0.0008"
"Pesqueira,""202107"",0.028"
"Pesqueira,""202108"",0.0232"
"Pesqueira,""202109"",0.118"
"Pesqueira,""202110"",0.4478"
"Pesqueira,""202111"",0.5219"
"Pesqueira,""202112"",0.1521"
"Pesqueira,""202201"",0.0782"
"Pesqueira,""202202"",0.0015"
"Pesqueira,""202203"",0.2276"
"Pesqueira,""202204"",0.0298"
"Pesqueira,""202205"",0.0882"
"Pesqueira,""202206"",0.0042"
"Pesqueira,""202207"",0.0006"
"Pesqueira,""202208"",0.0054"
"Pesqueira,""202209"",0.0114"
