"municipality,""yyyymm"",""Prob_ZINBASE"""
"Cachoeirinha,""202206"",0.0014"
"Cachoeirinha,""202207"",0.0003"
"Cachoeirinha,""202208"",0.0007"
"Cachoeirinha,""202209"",0.0036"
"Cachoeirinha,""202210"",0.0408"
"Cachoeirinha,""202211"",0.0501"
"Cachoeirinha,""202212"",0.0021"
"Cachoeirinha,""202301"",0.0211"
"Cachoeirinha,""202302"",0.0775"
"Cachoeirinha,""202303"",0.0117"
"Cachoeirinha,""202304"",0.0024"
"Cachoeirinha,""202305"",0.0019"
"Cachoeirinha,""202306"",0.0003"
"Calumbi,""202202"",0.0724"
"Calumbi,""202203"",0.1158"
"Calumbi,""202204"",0.0087"
"Calumbi,""202205"",0.0723"
"Calumbi,""202206"",0.2171"
"Calumbi,""202207"",0.1984"
"Calumbi,""202208"",0.4388"
"Calumbi,""202209"",0.5759"
"Calumbi,""202210"",0.5593"
"Calumbi,""202211"",0.5496"
"Calumbi,""202212"",0.2399"
"Calumbi,""202301"",0.1565"
"Calumbi,""202302"",0.468"
"Calumbi,""202303"",0.0332"
"Calumbi,""202304"",0.001"
"Calumbi,""202305"",0.0273"
"Calumbi,""202306"",0.0379"
"Camaragibe,""202002"",0.0922"
"Camaragibe,""202003"",0.0298"
"Camaragibe,""202004"",0.0152"
"Camaragibe,""202005"",0.0161"
"Camaragibe,""202006"",0.0002"
"Camaragibe,""202007"",0.0001"
"Camaragibe,""202008"",0.0008"
"Camaragibe,""202009"",0.005"
"Camaragibe,""202010"",0.0243"
"Camaragibe,""202011"",0.3135"
"Camaragibe,""202012"",0.1399"
"Camaragibe,""202101"",0.036"
"Camaragibe,""202102"",0.0411"
"Camaragibe,""202103"",0.0016"
"Camaragibe,""202104"",0.0021"
"Camaragibe,""202105"",0"
"Camaragibe,""202106"",0"
"Camaragibe,""202107"",0.0021"
"Camaragibe,""202108"",0.0002"
"Camaragibe,""202109"",0.0003"
"Camaragibe,""202110"",0.0427"
"Camaragibe,""202111"",0.1036"
"Camaragibe,""202112"",0.0895"
"Camaragibe,""202201"",0.0077"
"Camaragibe,""202202"",0.0011"
"Camaragibe,""202203"",0.0037"
"Camaragibe,""202204"",0"
"Camaragibe,""202205"",0.0003"
"Camaragibe,""202206"",0"
"Camaragibe,""202207"",0"
"Camaragibe,""202208"",0.0001"
"Camaragibe,""202209"",0.0003"
"Camaragibe,""202210"",0.0092"
"Camaragibe,""202211"",0.018"
"Camaragibe,""202212"",0.0141"
"Camaragibe,""202301"",0.024"
"Camaragibe,""202302"",0.0025"
"Camaragibe,""202303"",0.0002"
"Camaragibe,""202304"",0.0009"
"Camaragibe,""202305"",0.0001"
"Camaragibe,""202306"",0"
"Canhotinho,""202002"",0.2008"
"Canhotinho,""202003"",0.2169"
"Canhotinho,""202004"",0.0005"
"Canhotinho,""202005"",0.0057"
"Canhotinho,""202006"",0.0313"
"Canhotinho,""202007"",0.0209"
"Canhotinho,""202008"",0.0303"
"Canhotinho,""202009"",0.0654"
"Canhotinho,""202010"",0.2557"
"Canhotinho,""202011"",0.3644"
"Canhotinho,""202012"",0.2066"
"Carnaíba,""202002"",0.0425"
"Carnaíba,""202003"",0.0016"
"Carnaíba,""202004"",0"
"Carnaíba,""202005"",0.0058"
"Carnaíba,""202006"",0.0195"
"Carnaíba,""202007"",0.0566"
"Carnaíba,""202008"",0.0828"
"Carnaíba,""202009"",0.3135"
"Carnaíba,""202010"",0.3236"
"Carnaíba,""202011"",0.2396"
"Carnaíba,""202012"",0.0246"
"Carnaíba,""202101"",0.5569"
"Carnaíba,""202102"",0.6348"
"Carnaíba,""202103"",0.0514"
"Carnaíba,""202104"",0.0389"
"Carnaíba,""202105"",0.0019"
"Carnaíba,""202106"",0.045"
"Carnaíba,""202107"",0.235"
"Carnaíba,""202108"",0.2433"
"Carnaíba,""202109"",0.5928"
"Carnaíba,""202110"",0.5769"
"Carnaíba,""202111"",0.6358"
"Carnaíba,""202112"",0.6044"
"Carnaíba,""202201"",0.0759"
"Carnaíba,""202202"",0.1156"
"Carnaíba,""202203"",0.0063"
"Carnaíba,""202204"",0.0013"
"Carnaíba,""202205"",0.0391"
"Carnaíba,""202206"",0.035"
"Carnaíba,""202207"",0.0466"
"Carnaíba,""202208"",0.1073"
"Carnaíba,""202209"",0.5091"
"Carnaíba,""202210"",0.3221"
"Carnaíba,""202211"",0.2474"
"Carnaíba,""202212"",0.0707"
"Carnaíba,""202301"",0.1364"
"Carnaíba,""202302"",0.4012"
"Carnaíba,""202303"",0.0224"
"Carnaíba,""202304"",0.0014"
"Carnaíba,""202305"",0.0001"
"Carnaíba,""202306"",0.0185"
"Carnaubeira da Penha,""202002"",0.4318"
"Carnaubeira da Penha,""202003"",0.0021"
"Carnaubeira da Penha,""202004"",0.0199"
"Carnaubeira da Penha,""202005"",0.0965"
"Carnaubeira da Penha,""202006"",0.4583"
"Carnaubeira da Penha,""202007"",0.4011"
"Carnaubeira da Penha,""202008"",0.5811"
"Carnaubeira da Penha,""202009"",0.8288"
"Carnaubeira da Penha,""202010"",0.9453"
"Carnaubeira da Penha,""202011"",0.6395"
"Carnaubeira da Penha,""202012"",0.2411"
"Carnaubeira da Penha,""202201"",0.9463"
"Carnaubeira da Penha,""202202"",0.5946"
"Carnaubeira da Penha,""202203"",0.6334"
"Carnaubeira da Penha,""202204"",0.1304"
"Carnaubeira da Penha,""202205"",0.7938"
"Carnaubeira da Penha,""202206"",0.6949"
"Carnaubeira da Penha,""202207"",0.5831"
"Carnaubeira da Penha,""202208"",0.9101"
"Carnaubeira da Penha,""202209"",0.9422"
"Carnaubeira da Penha,""202210"",0.9425"
"Carnaubeira da Penha,""202211"",0.7784"
"Carnaubeira da Penha,""202212"",0.7366"
"Carnaubeira da Penha,""202301"",0.4609"
"Carnaubeira da Penha,""202302"",0.958"
"Carnaubeira da Penha,""202303"",0.8459"
"Carnaubeira da Penha,""202304"",0.0918"
"Carnaubeira da Penha,""202305"",0.2882"
"Carnaubeira da Penha,""202306"",0.1813"
"Caruaru,""202002"",0.0036"
"Caruaru,""202003"",0.0252"
"Caruaru,""202004"",0.0001"
"Caruaru,""202005"",0.0001"
"Caruaru,""202006"",0.0005"
"Caruaru,""202007"",0.0001"
"Caruaru,""202008"",0.0003"
"Caruaru,""202009"",0.0008"
"Caruaru,""202010"",0.0028"
"Caruaru,""202011"",0.0661"
"Caruaru,""202012"",0.0139"
"Caruaru,""202101"",0.0093"
"Caruaru,""202102"",0.0316"
"Caruaru,""202103"",0.0173"
"Caruaru,""202104"",0.0078"
"Caruaru,""202105"",0.0057"
"Caruaru,""202106"",0.0002"
"Caruaru,""202107"",0.0036"
"Caruaru,""202108"",0.001"
"Caruaru,""202109"",0.0055"
"Caruaru,""202110"",0.0203"
"Caruaru,""202111"",0.0294"
"Caruaru,""202112"",0.0374"
"Caruaru,""202201"",0.0135"
"Caruaru,""202202"",0.0099"
"Caruaru,""202203"",0.0048"
"Caruaru,""202204"",0.003"
"Caruaru,""202205"",0.0063"
"Caruaru,""202206"",0.0004"
"Caruaru,""202207"",0.0006"
"Caruaru,""202208"",0.0014"
"Caruaru,""202209"",0.0024"
"Caruaru,""202210"",0.0168"
"Caruaru,""202211"",0.0091"
"Caruaru,""202212"",0.0008"
"Caruaru,""202301"",0.0126"
"Caruaru,""202302"",0.0284"
"Caruaru,""202303"",0.0028"
"Caruaru,""202304"",0.0001"
"Caruaru,""202305"",0.0002"
"Caruaru,""202306"",0.0004"
"Casinhas,""202002"",0.5594"
"Casinhas,""202003"",0.5313"
"Casinhas,""202004"",0.0991"
"Casinhas,""202005"",0.1157"
"Casinhas,""202006"",0.0284"
"Casinhas,""202007"",0.0023"
"Casinhas,""202008"",0.0456"
"Casinhas,""202009"",0.2339"
"Casinhas,""202010"",0.6127"
"Casinhas,""202011"",0.7831"
"Casinhas,""202012"",0.5519"
"Casinhas,""202101"",0.6845"
"Casinhas,""202102"",0.906"
"Casinhas,""202103"",0.8206"
"Casinhas,""202104"",0.4828"
"Casinhas,""202105"",0.2724"
"Casinhas,""202106"",0.0231"
"Casinhas,""202107"",0.396"
"Casinhas,""202108"",0.1633"
"Casinhas,""202109"",0.7034"
"Casinhas,""202110"",0.9111"
"Casinhas,""202111"",0.927"
"Casinhas,""202112"",0.9245"
"Casinhas,""202201"",0.7029"
"Casinhas,""202202"",0.7383"
"Casinhas,""202203"",0.7669"
"Casinhas,""202204"",0.3657"
"Casinhas,""202205"",0.6041"
"Casinhas,""202206"",0.0029"
"Casinhas,""202207"",0.0167"
"Casinhas,""202208"",0.1106"
"Casinhas,""202209"",0.208"
"Casinhas,""202210"",0.7065"
"Casinhas,""202211"",0.7439"
"Casinhas,""202212"",0.6246"
"Casinhas,""202301"",0.6333"
"Casinhas,""202302"",0.7574"
"Casinhas,""202303"",0.3349"
"Casinhas,""202304"",0.1199"
"Casinhas,""202305"",0.0723"
"Casinhas,""202306"",0.0643"
"Cedro,""202002"",0.1225"
"Cedro,""202003"",0.0021"
"Cedro,""202004"",0"
"Cedro,""202005"",0.0129"
"Cedro,""202006"",0.0341"
"Cedro,""202007"",0.1789"
"Cedro,""202008"",0.1906"
"Cedro,""202009"",0.3954"
"Cedro,""202010"",0.438"
"Cedro,""202011"",0.3059"
"Cedro,""202012"",0.0942"
"Cedro,""202101"",0.1705"
"Cedro,""202102"",0.3094"
"Cedro,""202103"",0.0415"
"Cedro,""202104"",0.0021"
"Cedro,""202105"",0.0061"
"Cedro,""202106"",0.0261"
"Cedro,""202107"",0.1968"
"Cedro,""202108"",0.1202"
"Cedro,""202109"",0.472"
"Cedro,""202110"",0.4754"
"Cedro,""202111"",0.4677"
"Cedro,""202112"",0.149"
"Cedro,""202201"",0.0068"
"Cedro,""202202"",0.0146"
"Cedro,""202203"",0.054"
"Cedro,""202204"",0.0001"
"Cedro,""202205"",0.0054"
"Cedro,""202206"",0.0276"
"Cedro,""202207"",0.0076"
"Cedro,""202208"",0.1235"
"Cedro,""202209"",0.2242"
"Cedro,""202210"",0.1325"
"Cedro,""202211"",0.0297"
"Cedro,""202212"",0.0366"
"Cedro,""202301"",0.0433"
"Cedro,""202302"",0.0257"
"Cedro,""202303"",0.0078"
"Cedro,""202304"",0.0004"
"Cedro,""202305"",0.0058"
"Cedro,""202306"",0.004"
"Chã Grande,""202002"",0.4969"
"Chã Grande,""202003"",0.2593"
"Chã Grande,""202004"",0.1062"
"Chã Grande,""202005"",0.0944"
"Chã Grande,""202006"",0.044"
"Chã Grande,""202007"",0.0024"
"Chã Grande,""202008"",0.0069"
"Chã Grande,""202009"",0.0716"
"Chã Grande,""202010"",0.1716"
"Chã Grande,""202011"",0.5186"
"Chã Grande,""202012"",0.5192"
"Chã Grande,""202101"",0.3047"
"Chã Grande,""202102"",0.2194"
"Chã Grande,""202103"",0.3327"
"Chã Grande,""202104"",0.0324"
"Chã Grande,""202105"",0.0089"
"Chã Grande,""202106"",0.0003"
"Chã Grande,""202107"",0.0145"
"Chã Grande,""202108"",0.0066"
"Chã Grande,""202109"",0.0075"
"Chã Grande,""202110"",0.1519"
"Chã Grande,""202111"",0.1937"
"Chã Grande,""202112"",0.1261"
"Chã Grande,""202201"",0.0526"
"Chã Grande,""202202"",0.0303"
"Chã Grande,""202203"",0.1097"
"Chã Grande,""202204"",0.0036"
"Chã Grande,""202205"",0.0273"
"Chã Grande,""202206"",0.0001"
"Chã Grande,""202207"",0.0002"
"Chã Grande,""202208"",0.0017"
"Chã Grande,""202209"",0.017"
"Chã Grande,""202210"",0.0917"
"Chã Grande,""202211"",0.1894"
"Chã Grande,""202212"",0.1052"
"Chã Grande,""202301"",0.1242"
"Chã Grande,""202302"",0.0509"
"Chã Grande,""202303"",0.0195"
"Chã Grande,""202304"",0.0134"
"Chã Grande,""202305"",0.0047"
"Chã Grande,""202306"",0.0026"
"Cupira,""202002"",0.0253"
"Cupira,""202003"",0.0232"
"Cupira,""202004"",0.001"
"Cupira,""202005"",0.0008"
"Cupira,""202006"",0.0002"
"Cupira,""202007"",0.0001"
"Cupira,""202008"",0.0019"
"Cupira,""202009"",0.0063"
"Cupira,""202010"",0.0278"
"Cupira,""202011"",0.0898"
"Cupira,""202012"",0.0247"
"Cupira,""202101"",0.0175"
"Cupira,""202102"",0.0519"
"Cupira,""202103"",0.0451"
"Cupira,""202104"",0.0068"
"Cupira,""202105"",0.0024"
"Cupira,""202106"",0.0001"
"Cupira,""202107"",0.0045"
"Cupira,""202108"",0.0017"
"Cupira,""202109"",0.0178"
"Cupira,""202110"",0.0671"
"Cupira,""202111"",0.1062"
"Cupira,""202112"",0.0973"
"Cupira,""202201"",0.0125"
"Cupira,""202202"",0.034"
"Cupira,""202203"",0.0474"
"Cupira,""202204"",0.0081"
"Cupira,""202205"",0.0084"
"Cupira,""202206"",0.0003"
"Cupira,""202207"",0.0001"
"Cupira,""202208"",0.0006"
"Cupira,""202209"",0.0035"
"Cupira,""202210"",0.0219"
"Cupira,""202211"",0.0284"
"Cupira,""202212"",0.0003"
"Cupira,""202301"",0.0074"
"Cupira,""202302"",0.039"
"Cupira,""202303"",0.0051"
"Cupira,""202304"",0.0046"
"Cupira,""202305"",0.0009"
"Cupira,""202306"",0.0003"
"Dormentes,""202002"",0.0283"
"Dormentes,""202003"",0.0337"
"Dormentes,""202004"",0.0006"
"Dormentes,""202005"",0.0062"
"Dormentes,""202006"",0.227"
"Dormentes,""202007"",0.2998"
"Dormentes,""202008"",0.3551"
"Dormentes,""202009"",0.5978"
"Dormentes,""202010"",0.8284"
"Dormentes,""202011"",0.3168"
"Dormentes,""202012"",0.0541"
"Dormentes,""202101"",0.8767"
"Dormentes,""202102"",0.7992"
"Dormentes,""202103"",0.0767"
"Dormentes,""202104"",0.5245"
"Dormentes,""202105"",0.2236"
"Dormentes,""202106"",0.3782"
"Dormentes,""202107"",0.836"
"Dormentes,""202108"",0.7686"
"Dormentes,""202109"",0.9543"
"Dormentes,""202110"",0.9441"
"Dormentes,""202111"",0.7589"
"Dormentes,""202112"",0.8006"
"Dormentes,""202201"",0.3749"
"Dormentes,""202202"",0.652"
"Dormentes,""202203"",0.3422"
"Dormentes,""202204"",0.3018"
"Dormentes,""202205"",0.6124"
"Dormentes,""202206"",0.5954"
"Dormentes,""202207"",0.6583"
"Dormentes,""202208"",0.7829"
"Dormentes,""202209"",0.8712"
"Dormentes,""202210"",0.7968"
"Dormentes,""202211"",0.7838"
"Dormentes,""202212"",0.2128"
"Dormentes,""202301"",0.6284"
"Dormentes,""202302"",0.3708"
"Dormentes,""202303"",0.0496"
"Dormentes,""202304"",0.0257"
"Dormentes,""202305"",0.3"
"Dormentes,""202306"",0.2498"
"Exu,""202002"",0.0896"
"Exu,""202003"",0.0043"
"Exu,""202004"",0.0002"
"Exu,""202005"",0.0104"
"Exu,""202006"",0.0196"
"Exu,""202007"",0.0881"
"Exu,""202008"",0.1359"
"Exu,""202009"",0.3907"
"Exu,""202010"",0.4415"
"Exu,""202011"",0.3035"
"Exu,""202012"",0.0473"
"Exu,""202101"",0.5903"
"Exu,""202102"",0.7154"
"Exu,""202103"",0.1116"
"Exu,""202104"",0.0806"
"Exu,""202105"",0.013"
"Exu,""202106"",0.073"
"Exu,""202107"",0.3866"
"Exu,""202108"",0.262"
"Exu,""202109"",0.689"
"Exu,""202110"",0.7352"
"Exu,""202111"",0.714"
"Exu,""202112"",0.5281"
"Exu,""202201"",0.122"
"Exu,""202202"",0.0536"
"Exu,""202203"",0.1268"
"Exu,""202204"",0.0158"
"Exu,""202205"",0.1115"
"Exu,""202206"",0.095"
"Exu,""202207"",0.1142"
"Exu,""202208"",0.2644"
"Exu,""202209"",0.5716"
"Exu,""202210"",0.4602"
"Exu,""202211"",0.3019"
"Exu,""202212"",0.0688"
"Exu,""202301"",0.1831"
"Exu,""202302"",0.3724"
"Exu,""202303"",0.0378"
"Exu,""202304"",0.0036"
"Exu,""202305"",0.0217"
"Exu,""202306"",0.0412"
"Fernando de Noronha,""202002"",0.0031"
"Fernando de Noronha,""202003"",0.0088"
"Fernando de Noronha,""202004"",0.0057"
"Fernando de Noronha,""202005"",0.0018"
"Fernando de Noronha,""202006"",0.0214"
"Fernando de Noronha,""202007"",0.0088"
"Fernando de Noronha,""202008"",0.0103"
"Fernando de Noronha,""202009"",0.0106"
"Fernando de Noronha,""202010"",0.0079"
"Fernando de Noronha,""202011"",0.0336"
"Fernando de Noronha,""202012"",0.0018"
"Fernando de Noronha,""202101"",0.0004"
"Fernando de Noronha,""202102"",0.0014"
"Fernando de Noronha,""202103"",0.0011"
"Fernando de Noronha,""202104"",0.0002"
"Fernando de Noronha,""202105"",0.0003"
"Fernando de Noronha,""202106"",0.0003"
"Fernando de Noronha,""202107"",0"
"Fernando de Noronha,""202108"",0"
"Fernando de Noronha,""202109"",0"
"Fernando de Noronha,""202110"",0.0034"
"Fernando de Noronha,""202111"",0.0013"
"Fernando de Noronha,""202112"",0.0025"
"Fernando de Noronha,""202201"",0.0029"
"Fernando de Noronha,""202202"",0.0016"
"Fernando de Noronha,""202203"",0.0008"
"Fernando de Noronha,""202204"",0"
"Fernando de Noronha,""202205"",0"
"Fernando de Noronha,""202206"",0.0001"
"Fernando de Noronha,""202207"",0"
"Fernando de Noronha,""202208"",0.0001"
"Fernando de Noronha,""202209"",0.0009"
"Fernando de Noronha,""202210"",0.0038"
"Fernando de Noronha,""202211"",0.0014"
"Fernando de Noronha,""202212"",0.0081"
"Fernando de Noronha,""202301"",0.0014"
"Fernando de Noronha,""202302"",0.0006"
"Fernando de Noronha,""202303"",0.0002"
"Fernando de Noronha,""202304"",0"
"Fernando de Noronha,""202305"",0.0012"
"Fernando de Noronha,""202306"",0.0047"
"Floresta,""202002"",0.0246"
"Floresta,""202003"",0.002"
"Floresta,""202004"",0.0036"
"Floresta,""202005"",0.0089"
"Floresta,""202006"",0.0262"
"Floresta,""202007"",0.0308"
"Floresta,""202008"",0.0534"
"Floresta,""202009"",0.1606"
"Floresta,""202010"",0.4094"
"Floresta,""202011"",0.0176"
"Floresta,""202012"",0.0017"
"Floresta,""202101"",0.1712"
"Floresta,""202102"",0.0269"
"Floresta,""202103"",0.0635"
"Floresta,""202104"",0.068"
"Floresta,""202105"",0.0128"
"Floresta,""202106"",0.0117"
"Floresta,""202107"",0.0903"
"Floresta,""202108"",0.0442"
"Floresta,""202109"",0.3531"
"Floresta,""202110"",0.3048"
"Floresta,""202111"",0.1101"
"Floresta,""202112"",0.0659"
"Floresta,""202201"",0.0268"
"Floresta,""202202"",0.0748"
"Floresta,""202203"",0.1088"
"Floresta,""202204"",0.0764"
"Floresta,""202205"",0.0935"
"Floresta,""202206"",0.0395"
"Floresta,""202207"",0.0782"
"Floresta,""202208"",0.2761"
"Floresta,""202209"",0.3505"
"Floresta,""202210"",0.2655"
"Floresta,""202211"",0.234"
"Floresta,""202212"",0.0178"
"Floresta,""202301"",0.0263"
"Floresta,""202302"",0.2226"
"Floresta,""202303"",0.0506"
"Floresta,""202304"",0.0021"
"Floresta,""202305"",0.0158"
"Floresta,""202306"",0.0136"
"Garanhuns,""202102"",0.0081"
"Garanhuns,""202103"",0.0105"
"Garanhuns,""202104"",0.0007"
"Garanhuns,""202105"",0"
"Garanhuns,""202106"",0"
"Garanhuns,""202107"",0.0008"
"Garanhuns,""202108"",0"
"Garanhuns,""202109"",0.001"
"Garanhuns,""202110"",0.0349"
"Garanhuns,""202111"",0.0731"
"Garanhuns,""202112"",0.0696"
"Garanhuns,""202201"",0.0056"
"Garanhuns,""202202"",0.0111"
"Garanhuns,""202203"",0.0336"
"Garanhuns,""202204"",0.0049"
"Garanhuns,""202205"",0.0083"
"Garanhuns,""202206"",0"
"Garanhuns,""202207"",0"
"Garanhuns,""202208"",0"
"Garanhuns,""202209"",0.0004"
"Garanhuns,""202210"",0.0104"
"Garanhuns,""202211"",0.004"
"Garanhuns,""202212"",0.0001"
"Garanhuns,""202301"",0.0036"
"Garanhuns,""202302"",0.0097"
"Garanhuns,""202303"",0.0012"
"Garanhuns,""202304"",0.0015"
"Garanhuns,""202305"",0.0001"
"Garanhuns,""202306"",0.0001"
"Goiana,""202102"",0.0377"
"Goiana,""202103"",0.0263"
"Goiana,""202104"",0.0023"
"Goiana,""202105"",0.0004"
"Goiana,""202106"",0.0001"
"Goiana,""202107"",0.0091"
"Goiana,""202108"",0.0035"
"Goiana,""202109"",0.0038"
"Goiana,""202110"",0.0837"
"Goiana,""202111"",0.1541"
"Goiana,""202112"",0.0762"
"Goiana,""202201"",0.0077"
"Goiana,""202202"",0.0651"
"Goiana,""202203"",0.0356"
"Goiana,""202204"",0.0004"
"Goiana,""202205"",0.0028"
"Goiana,""202206"",0"
"Goiana,""202207"",0"
"Goiana,""202208"",0.0001"
"Goiana,""202209"",0.0042"
"Goiana,""202210"",0.0427"
"Goiana,""202211"",0.0474"
"Goiana,""202212"",0.0136"
"Goiana,""202301"",0.0536"
"Goiana,""202302"",0.017"
"Goiana,""202303"",0.0101"
"Goiana,""202304"",0.0083"
"Goiana,""202305"",0.0007"
"Goiana,""202306"",0.0008"
"Granito,""202002"",0.0984"
"Granito,""202003"",0.0013"
"Granito,""202004"",0.0015"
"Granito,""202005"",0.0579"
"Granito,""202006"",0.0354"
"Granito,""202007"",0.1551"
"Granito,""202008"",0.1658"
"Granito,""202009"",0.3775"
"Granito,""202010"",0.431"
"Granito,""202011"",0.295"
"Granito,""202012"",0.1512"
"Granito,""202101"",0.613"
"Granito,""202102"",0.6625"
"Granito,""202103"",0.1145"
"Granito,""202104"",0.1053"
"Granito,""202105"",0.0215"
"Granito,""202106"",0.1405"
"Granito,""202107"",0.3962"
"Granito,""202108"",0.3915"
"Granito,""202109"",0.6864"
"Granito,""202110"",0.7004"
"Granito,""202111"",0.7454"
"Granito,""202112"",0.3909"
"Granito,""202201"",0.3516"
"Granito,""202202"",0.0654"
"Granito,""202203"",0.1235"
"Granito,""202204"",0.0046"
"Granito,""202205"",0.1378"
"Granito,""202206"",0.1379"
"Granito,""202207"",0.0649"
"Granito,""202208"",0.3242"
"Granito,""202209"",0.5646"
"Granito,""202210"",0.3213"
"Granito,""202211"",0.1332"
"Granito,""202212"",0.1352"
"Granito,""202301"",0.0962"
"Granito,""202302"",0.487"
"Granito,""202303"",0.0007"
"Granito,""202304"",0.0039"
"Granito,""202305"",0.0493"
"Granito,""202306"",0.0519"
"Gravatá,""202002"",0.0462"
"Gravatá,""202003"",0.0228"
"Gravatá,""202004"",0.0041"
"Gravatá,""202005"",0.0023"
"Gravatá,""202006"",0.0013"
"Gravatá,""202007"",0.0002"
"Gravatá,""202008"",0.0029"
"Gravatá,""202009"",0.0045"
"Gravatá,""202010"",0.0368"
"Gravatá,""202011"",0.0721"
"Gravatá,""202012"",0.0304"
"Gravatá,""202101"",0.0152"
"Gravatá,""202102"",0.0484"
"Gravatá,""202103"",0.0376"
"Gravatá,""202104"",0.009"
"Gravatá,""202105"",0.0006"
"Gravatá,""202106"",0.0001"
"Gravatá,""202107"",0.0049"
"Gravatá,""202108"",0.0017"
"Gravatá,""202109"",0.0331"
"Gravatá,""202110"",0.0923"
"Gravatá,""202111"",0.0837"
"Gravatá,""202112"",0.085"
"Gravatá,""202201"",0.0137"
"Gravatá,""202202"",0.039"
"Gravatá,""202203"",0.0594"
"Gravatá,""202204"",0.0251"
"Gravatá,""202205"",0.0201"
"Gravatá,""202206"",0.0004"
"Gravatá,""202207"",0"
"Gravatá,""202208"",0.0014"
"Gravatá,""202209"",0.0028"
"Gravatá,""202210"",0.0195"
"Gravatá,""202211"",0.0484"
"Gravatá,""202212"",0.0127"
"Gravatá,""202301"",0.0252"
"Gravatá,""202302"",0.0173"
"Gravatá,""202303"",0.0034"
"Gravatá,""202304"",0.002"
"Gravatá,""202305"",0.0002"
"Gravatá,""202306"",0.0005"
"Ibimirim,""202002"",0.2178"
"Ibimirim,""202003"",0.0116"
"Ibimirim,""202004"",0.0005"
"Ibimirim,""202005"",0.0221"
"Ibimirim,""202006"",0.0488"
"Ibimirim,""202007"",0.6168"
"Ibimirim,""202008"",0.2193"
"Ibimirim,""202009"",0.4865"
"Ibimirim,""202010"",0.6931"
"Ibimirim,""202011"",0.7045"
"Ibimirim,""202012"",0.0707"
"Ibimirim,""202101"",0.547"
"Ibimirim,""202102"",0.6194"
"Ibimirim,""202103"",0.161"
"Ibimirim,""202104"",0.0901"
"Ibimirim,""202105"",0.0113"
"Ibimirim,""202106"",0.0327"
"Ibimirim,""202107"",0.3202"
"Ibimirim,""202108"",0.1763"
"Ibimirim,""202109"",0.6863"
"Ibimirim,""202110"",0.6973"
"Ibimirim,""202111"",0.688"
"Ibimirim,""202112"",0.5412"
"Ibimirim,""202201"",0.106"
"Ibimirim,""202202"",0.0485"
"Ibimirim,""202203"",0.1064"
"Ibimirim,""202204"",0.0133"
"Ibimirim,""202205"",0.0759"
"Ibimirim,""202206"",0.0738"
"Ibimirim,""202207"",0.0924"
"Ibimirim,""202208"",0.2187"
"Ibimirim,""202209"",0.4501"
"Ibimirim,""202210"",0.3866"
"Ibimirim,""202211"",0.278"
"Ibimirim,""202212"",0.0522"
"Ibimirim,""202301"",0.1462"
"Ibimirim,""202302"",0.3692"
"Ibimirim,""202303"",0.0991"
"Ibimirim,""202304"",0.0023"
"Ibimirim,""202305"",0.0128"
"Ibimirim,""202306"",0.0241"
"Ibirajuba,""202102"",0.3773"
"Ibirajuba,""202103"",0.2516"
"Ibirajuba,""202104"",0.0414"
"Ibirajuba,""202105"",0.0152"
"Ibirajuba,""202106"",0.0005"
"Ibirajuba,""202107"",0.0295"
"Ibirajuba,""202108"",0.0098"
"Ibirajuba,""202109"",0.1422"
"Ibirajuba,""202110"",0.3195"
"Ibirajuba,""202111"",0.5246"
"Ibirajuba,""202112"",0.4925"
"Ibirajuba,""202201"",0.077"
"Ibirajuba,""202202"",0.1499"
"Ibirajuba,""202203"",0.2593"
"Ibirajuba,""202204"",0.0434"
"Ibirajuba,""202205"",0.1094"
"Ibirajuba,""202206"",0.003"
"Ibirajuba,""202207"",0.0021"
"Ibirajuba,""202208"",0.0019"
"Ibirajuba,""202209"",0.0227"
"Ibirajuba,""202210"",0.1361"
"Ibirajuba,""202211"",0.102"
"Ibirajuba,""202212"",0.0021"
"Ibirajuba,""202301"",0.0383"
"Ibirajuba,""202302"",0.1749"
"Ibirajuba,""202303"",0.0607"
"Ibirajuba,""202304"",0.0218"
"Ibirajuba,""202305"",0.0054"
"Ibirajuba,""202306"",0.0007"
"Igarassu,""202002"",0.13"
"Igarassu,""202003"",0.0134"
"Igarassu,""202004"",0.0034"
"Igarassu,""202005"",0.0013"
"Igarassu,""202006"",0"
"Igarassu,""202007"",0"
"Igarassu,""202008"",0"
"Igarassu,""202009"",0.0058"
"Igarassu,""202010"",0.0124"
"Igarassu,""202011"",0.2572"
"Igarassu,""202012"",0.0664"
"Igarassu,""202101"",0.038"
"Igarassu,""202102"",0.0566"
"Igarassu,""202103"",0.012"
"Igarassu,""202104"",0.0034"
"Igarassu,""202105"",0"
"Igarassu,""202106"",0"
"Igarassu,""202107"",0.0022"
"Igarassu,""202108"",0.0003"
"Igarassu,""202109"",0.0006"
"Igarassu,""202110"",0.0822"
"Igarassu,""202111"",0.1469"
"Igarassu,""202112"",0.1259"
"Igarassu,""202201"",0.0167"
"Igarassu,""202202"",0.0004"
"Igarassu,""202203"",0.021"
"Igarassu,""202204"",0"
"Igarassu,""202205"",0.0012"
"Igarassu,""202206"",0"
"Igarassu,""202207"",0"
"Igarassu,""202208"",0.0001"
"Igarassu,""202209"",0.0005"
"Igarassu,""202210"",0.0205"
"Igarassu,""202211"",0.0254"
"Igarassu,""202212"",0.0083"
"Igarassu,""202301"",0.0273"
